,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
10,OEI3uF6JqHJa9LvdB6QJSw,Steele Creek Cafe,2420 Westinghouse Blvd,Charlotte,NC,28273,35.1310836,-80.9451802,3.0,46,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'Caters': 'True', 'HappyHour': 'False', 'WiFi': ""'free'""}","Restaurants, American (Traditional)",
11,FA_jCCA-33PXgZE7uMxc9Q,Subway Restaurants,"1100 Royalton Rd, Unit L",Broadview Heights,OH,44147,41.314697,-81.6869,2.5,6,1,"{'RestaurantsDelivery': 'False', 'BikeParking': 'False', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': 'None', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'HasTV': 'True'}","Sandwiches, Restaurants, Fast Food","{'Monday': '8:0-21:30', 'Tuesday': '8:0-21:30', 'Wednesday': '8:0-21:30', 'Thursday': '8:0-21:30', 'Friday': '8:0-21:30', 'Saturday': '9:0-21:30', 'Sunday': '9:0-21:0'}"
12,g_Zlf1j-mje3oMIIakPWTw,Alexander Nightclub,152 Albert Ave,Las Vegas,NV,89109,36.116574,-115.165799,5.0,3,1,"{'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '4', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'validated': False, 'street': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False'}","Music Venues, Arts & Entertainment, Nightlife","{'Monday': '22:0-6:0', 'Tuesday': '22:0-6:0', 'Wednesday': '22:0-6:0', 'Thursday': '22:0-6:0', 'Friday': '22:0-6:0', 'Saturday': '22:0-6:0', 'Sunday': '22:0-6:0'}"
13,5-cZ5gwVSkVuJrul8r6r9Q,Delish Cakery,3425 Back Creek Church Rd,Charlotte,NC,28213,35.2896822,-80.7013644,4.0,24,1,"{'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'Caters': 'True', 'BikeParking': 'True'}","Food, Bakeries, Desserts, Cupcakes","{'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-20:30', 'Friday': '10:0-20:30', 'Saturday': '10:0-20:30'}"
14,TnaqLNkD9oXYkzrPk6Jd6w,Cigna Medical Group,1717 W Chandler Blvd,Chandler,AZ,85224,33.3055493,-111.8712977,3.5,7,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True', 'AcceptsInsurance': 'True'}","Doctors, Insurance, Health & Medical, Financial Services","{'Monday': '13:0-17:0', 'Tuesday': '13:0-17:0', 'Wednesday': '13:0-17:0', 'Thursday': '13:0-17:0', 'Friday': '13:0-17:0'}"
15,TF9hBlNNJYWrPntt5g1lFg,Dori's Bakery,"1305 W Guadalupe Rd, Ste E-3",Mesa,AZ,85202,33.363207,-111.861136,4.0,29,0,"{'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'HasTV': 'False'}","Bakeries, Desserts, Food, Restaurants, Cupcakes, Delis","{'Monday': '6:0-18:0', 'Tuesday': '6:0-18:0', 'Wednesday': '6:0-18:0', 'Thursday': '6:0-18:0', 'Friday': '6:0-18:0', 'Saturday': '8:0-17:0'}"
16,MPvROPK6MvoFAn-K7LoAgA,Cost Cutters,"39506 N Daisy Mountain Dr, Ste 124",Anthem,AZ,85086,33.8448043,-112.1345917,4.0,13,1,"{'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Hair Salons, Beauty & Spas, Hair Stylists","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-18:0', 'Sunday': '10:0-17:0'}"
17,lM3ymBHGjKuS-FciHNXCXw,Toys R US,1440 Lawrence Avenue E,North York,ON,M4A 2V6,43.7431419301,-79.3126965405,3.0,8,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True'}","Fashion, Children's Clothing, Baby Gear & Furniture, Toy Stores, Shopping","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-20:0', 'Sunday': '10:0-18:0'}"
18,YX4pDgaxIAw1DWqIH87xKQ,Eglinton West Subway Station,1300 Eglinton Avenue W,Toronto,ON,M6C,43.6993642333,-79.436173439,3.5,5,1,,"Transportation, Train Stations, Hotels & Travel, Public Transportation",
19,bul5enGHjZ5dHoMbkQFNVw,The Encore Quartet,,Mesa,AZ,85213,33.4525494,-111.7674282,3.5,3,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'""}","Performing Arts, Arts & Entertainment, Event Planning & Services, Musicians, Wedding Planning","{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}"
20,ASC3JV2Jh09lTyJZ98UMFA,El Veracruz Mexican Restaurant,391 Towne Centre Blvd,Pineville,NC,28134,35.084015,-80.88275,3.5,107,1,"{'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'HasTV': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'Caters': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Soup, Restaurants, Mexican, Seafood","{'Monday': '11:0-22:30', 'Tuesday': '11:0-22:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Friday': '11:0-23:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-22:0'}"
21,Aq5vSfL8AMYo8RZxC-MT8Q,La Sani Grill,"5955 Latimer Drive, Unit 11B",Mississauga,ON,L5V 0B7,43.6089211,-79.6966007,2.0,8,1,"{'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'NoiseLevel': ""u'quiet'"", 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'False', 'WiFi': ""u'no'"", 'Alcohol': ""u'none'"", 'RestaurantsTableService': 'False', 'RestaurantsReservations': 'False'}","Restaurants, Pakistani, Buffets","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
22,CZl_S_WDBdUr021ZIjbTEg,Get Go Fuel Station,5637 Transportation Blvd,Garfield Heights,OH,44125,41.4088284,-81.6146783,1.5,3,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True'}","Automotive, Convenience Stores, Food, Gas Stations, Grocery",
23,krROTqY_UsCzpdh0fFRggw,The Piston,937 Bloor Street,Toronto,ON,M6H 1L5,43.6613337,-79.4275675,3.5,35,1,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'loud'"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'False', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}""}","Nightlife, Lounges, Arts & Entertainment, Dive Bars, Bars, Music Venues","{'Monday': '11:30-2:0', 'Tuesday': '11:30-2:0', 'Wednesday': '11:30-2:0', 'Thursday': '11:30-2:0', 'Friday': '11:30-2:0', 'Saturday': '10:30-2:0', 'Sunday': '17:30-2:0'}"
24,LxmdduxwFjPEHOeP1PAR8w,Phoenix Pediatrics,4434 N 12th St,Phoenix,AZ,85014,33.5011411,-112.0567018,2.5,23,1,"{'ByAppointmentOnly': 'True', 'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True'}","Health & Medical, Family Practice, Doctors","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}"
25,N-n-fqNBbZQWZpjbjbog0Q,Canadian Tire,1025 Lakeshore Boulevard E,Toronto,ON,M4M 1B4,43.6585579862,-79.3287563324,3.0,38,1,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2'}","Fashion, Department Stores, Hardware Stores, Home & Garden, Kitchen & Bath, Shopping","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-19:0', 'Sunday': '9:0-19:0'}"
26,brkb2BO2fPKvNXIQO5gYaw,Nieto's Landscaping,,Chandler,AZ,10309,33.3114785743,-111.8441811204,2.0,93,1,"{'BusinessAcceptsCreditCards': 'False', 'ByAppointmentOnly': 'True'}","Home Services, Landscaping","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-16:0'}"
27,85KnjZ8AXc1YRv0qb1VTDA,Sedation Dental Center of Las Vegas,4090 N MLK Blvd,Las Vegas,NV,89032,36.2336322,-115.161102,3.5,3,0,{'ByAppointmentOnly': 'True'},"Health & Medical, Dentists, Pediatric Dentists","{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0'}"
28,48ka6XH8WWANuHwqL2mZUA,Hi Hi Donuts,8714 N 7th St,Phoenix,AZ,85020,33.5634558,-112.0655918,4.0,100,1,"{'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""'none'"", 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'False', 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'DogsAllowed': 'True'}","Restaurants, Food, Coffee & Tea, Bakeries, Breakfast & Brunch, Donuts","{'Monday': '0:0-0:0', 'Tuesday': '5:0-14:0', 'Wednesday': '5:0-14:0', 'Thursday': '5:0-14:0', 'Friday': '5:0-14:0', 'Saturday': '5:0-14:0', 'Sunday': '5:0-14:0'}"
29,MYpFT2UdbFpTPTzjycNjeA,Salon Piper Glen,6414 Rea Rd,Charlotte,NC,28277,35.078981,-80.817329,4.5,11,1,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False'}","Hair Salons, Beauty & Spas, Eyebrow Services","{'Monday': '0:0-0:0', 'Tuesday': '9:0-20:30', 'Wednesday': '9:0-20:30', 'Thursday': '9:0-20:30', 'Friday': '9:0-17:0', 'Saturday': '7:0-15:0'}"
30,m6L1pWHg8tYb-mM1t_YMjg,CostCo Optometrist,1445 W Elliot Rd,Tempe,AZ,85284,33.3472094027,-111.9624299929,4.5,3,1,"{'RestaurantsPriceRange2': '2', 'AcceptsInsurance': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'ByAppointmentOnly': 'True'}","Optometrists, Health & Medical, Eyewear & Opticians, Shopping",
31,G1YobD0IC2h-XUtfVF0ldQ,The Pilates Firm Las Vegas,"8359 W Sunset Rd, Ste 120",Las Vegas,NV,89113,36.0668593,-115.2731257,5.0,11,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'WheelchairAccessible': 'True'}","Pilates, Active Life, Fitness & Instruction","{'Monday': '7:0-17:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-12:0'}"
32,BV5aMfFFDOvaWsSS-D5j9g,Osmow's,234 Hays Boulevard,Oakville,ON,L6H,43.4841270929,-79.7175015437,3.0,6,1,"{'BikeParking': 'False', 'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'none'"", 'RestaurantsTableService': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'False', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Mediterranean, Restaurants","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}"
33,_gWaC8AeVl0ZT5m1GuZflA,Our Unforgettable Moments Photography,,Chandler,AZ,85224,33.3260297,-111.8747445,5.0,10,1,"{'WiFi': ""u'no'"", 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Event Planning & Services, Event Photography, Photographers, Photo Booth Rentals, Session Photography","{'Monday': '0:0-0:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}"
34,imxd8r5UJ5vHKj6DeNk6uQ,Great Clips,8180 11th Street SouthEast,Calgary,AB,T2H 3B5,50.9780916,-114.0416177,2.0,4,1,"{'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}","Hair Salons, Beauty & Spas","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-18:0', 'Sunday': '10:0-16:0'}"
35,H_6ATxQ9f4ijz9yTJnQhDg,La Cage aux Sports,72 Boulevard Saint-Jean-Baptiste,Châteauguay,QC,J6K 4Y7,45.3616190781,-73.7121894542,3.0,3,0,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'True', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'very_loud'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2'}","Nightlife, Bars, Canadian (New), Restaurants, Sports Bars","{'Monday': '11:0-0:30', 'Tuesday': '11:0-0:30', 'Wednesday': '11:0-0:30', 'Thursday': '11:0-0:30', 'Friday': '11:0-0:30', 'Saturday': '11:0-0:30', 'Sunday': '11:0-0:30'}"
36,3aTV63AWpUObtZhrFAp5nA,Three Monks and a Duck,811 Queen Street W,Toronto,ON,M6J 1G1,43.6460848,-79.4090059,4.5,18,1,"{'ByAppointmentOnly': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'WheelchairAccessible': 'False'}","Vegetarian, Cocktail Bars, Tapas/Small Plates, Tapas Bars, Bars, Nightlife, Asian Fusion, Breakfast & Brunch, Restaurants","{'Tuesday': '17:0-0:0', 'Wednesday': '17:0-0:0', 'Thursday': '17:0-0:0', 'Friday': '17:0-2:0', 'Saturday': '17:0-2:0', 'Sunday': '17:0-0:0'}"
